reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion
1f9dcf4b-4793-4876-9d37-a0e3afe840af,Indra Rodriguez,https://play-lh.googleusercontent.com/a/ACg8ocLBkHIdqoQpB8-lp1e61OnCzZFBUblGkYNAZnW57hqGYBOt=mo,"semakin lemod loading produknya, semakin jarang ada diskon, semakin sedikit produknya. geloo...",2,0,,2025-11-06 10:16:23,,,
ea5b9dcf-8ac6-4611-a838-4c5b016bb358,R Vanadino,https://play-lh.googleusercontent.com/a-/ALV-UjXsY45_JMC8eXNRDTfbNcytWLlHa3RXQzWYbpg7WQxAdLZzOo_h,fast process,5,0,3.335.1,2025-11-06 10:13:27,,,3.335.1
fb0ec268-2eb2-4714-a5c2-a4295a145564,Tangguh Galih,https://play-lh.googleusercontent.com/a-/ALV-UjVchjZl69bGBhLxauWWzS02TlQQBnIMW_WPIn5ZIIz7UoOEfss,"aplikasi jelek banget sekarang, lemot dibuka gk responsif, sering gangguan, mau cari barang juga yang keluar gk sesuai malah muncul produk aneh2. gk enak banget tokopedia sekarang.",1,2,3.337.1,2025-11-06 08:53:25,,,3.337.1
6f5e5a49-9450-4037-9691-468ed2dbb347,Finsa Pamungkas,https://play-lh.googleusercontent.com/a-/ALV-UjVe2n2KXRIL_F2btTG71EbXaqdejqGfm3HROl3-XuN-rq6xOUgO,"Good UI, but very sluggish",1,0,3.123,2025-11-06 06:38:02,,,3.123
39788bb8-7721-43cf-9985-876443c916b6,ilyas idris,https://play-lh.googleusercontent.com/a-/ALV-UjUfxgocis3ueg4HIOs7lbn1RF2PvDWSVxgKkGoH20hqpq6U0SHm,"""Pemberitahuan penting Harap konfirmasi pesanan anda."" Notif kocak bin norak, yg isinya iklan, bisa nongol berkali2 dlm sehari... apa hrs begitu ya cara promosinya",1,19,3.335.1,2025-11-06 05:54:40,"Halo Toppers, terima kasih atas rating yang kamu berikan. Kami akan terus melakukan perkembangan pada aplikasi Tokopedia untuk terus memberikan keamanan dan kenyamanan Toppers dalam bertransaksi.Silakan sampaikan kritik/saran atau kendala transaksi kamu dengan menghubungi Tokopedia Care melalui tkp.me/supportMainapps.",2024-10-10 13:00:27,3.335.1
0df2f66b-a96a-4a64-a98f-cc05ea681ac6,Zeus Jupiter,https://play-lh.googleusercontent.com/a/ACg8ocKobFgR7k9WXkjs1ojP3-8vilmH0PwngZZrI8e5eeYOEDgt7w=mo,"bintang 1 karena 1. pengembalian dana tidak penuh,atas barang retur yang menggunakan asuransi . 2. CS tidak menyelesaikan kendala dengan cepat, malah menjawab dengan tidak nyambung 3. pemberian dana kompensasi dalam 7 hari kerja , hanya penipuan nyatanya tidak pernah ada",1,3,3.337.1,2025-11-06 05:34:15,"Halo Toppers, terima kasih atas rating yang kamu berikan. Kami akan terus melakukan perkembangan pada aplikasi Tokopedia untuk terus memberikan keamanan dan kenyamanan Toppers dalam bertransaksi.Silakan sampaikan kritik/saran atau kendala transaksi kamu dengan menghubungi Tokopedia Care melalui tkp.me/supportMainapps.",2024-02-12 05:40:02,3.337.1
8d8116b2-20d5-46c3-b26c-22e641297219,T. A Rofiq,https://play-lh.googleusercontent.com/a/ACg8ocKl2l1rzECZBVy1ieu4ZY9kjJ2uxkTee6kLLh9zt0x2jngZGw=mo,"Setelah ada update malah respon aplikasi sangat lambat, loading untuk display foto produk juga sangat lama jadi sangat mengurangi kenyamanan user untuk berselancar di tokopedia. Mohon segera di perbaiki",1,3,3.337.1,2025-11-06 03:44:44,,,3.337.1
310ef5ca-ddc5-4717-8e38-7d00ec26b99c,Priyo Agung,https://play-lh.googleusercontent.com/a-/ALV-UjUItBWO7A5x812AmZ2vqKA5boBPY-9Qm-_Jouj-LB8rPbHrJMYo,banyak bug. baik di aplikasi maupun di website,1,7,3.336.0,2025-11-06 01:20:24,"Hi Toppers, silakan sampaikan kritik/saran atau kendala transaksi kamu dengan menghubungi Tokopedia Care melalui tkp.me/supportMainapps agar bisa kami bantu cek lebih lanjut. Kami akan terus berupaya untuk meningkatkan pengalaman Toppers dalam bertransaksi di Tokopedia.",2024-07-31 00:19:01,3.336.0
26f52732-2dd0-4e97-bda7-ebccc4870db8,Ericko Sutiono,https://play-lh.googleusercontent.com/a/ACg8ocJUTEiOmn5txfdyO78sHgZPRuUtFlvXpMoAflqUHaPHGvyQJw=mo,"Tahun 2018 sy review 5* tapi sekarang sih 1* aja udah gak pantes sebenarnya. Aplikasi nya makin kesini makin lelet, kalau dibuka harus nunggu dulu sampai icon chat/basket muncul, baru bisa buka history dll. Dulu aplikasi andalan untuk belanja, tapi sekarang lag terus²an, lama² pindah juga sy. Dan BUKAN problem di hp / jaringan karena sy di jaringan WiFi 5G dengan speed 300MBps dan hp flagship.",1,3,3.337.1,2025-11-05 22:48:11,,,3.337.1
841175ff-65b5-4536-8e82-c36078620614,Nels Marten,https://play-lh.googleusercontent.com/a-/ALV-UjUK-QbF1d6r40zbrdxoWa1GPdC2QUYnQjooE_HgGfdFR5ydsZBg,"Dari yang tadinya marketplace andalan, sekarang udah kayak aplikasi sampah. Busuk, lemot mampus wkwkwk",1,2,3.337.1,2025-11-05 22:42:12,,,3.337.1
372d6aac-3dcd-4c3b-a9c8-1bd8bd75d807,Akbar August Indhama,https://play-lh.googleusercontent.com/a-/ALV-UjUNoImDFaKEAsldCP44wKN4meb_qIprcbOfGDQhFfHpWOiVT_hq,"sering error tokopedia sekarang, balikin ke versi jaman dulu please. Tombol home, dll. kadang ga bisa di pencet, swipe up foto review produk kadang bisa ganti foto lain kadang ga bisa. loading item sering crashed.",2,0,3.337.1,2025-11-05 22:00:36,,,3.337.1
ae6fc7cd-7f48-40fe-be94-7c6720e664b7,Hyperion XP 19,https://play-lh.googleusercontent.com/a/ACg8ocI-NdnEKafhQvd5Zj8YEYWEw8jF0sw8Eqag7jRnoBzz4HXgCg=mo,good store online.,5,0,3.336.0,2025-11-05 21:54:57,,,3.336.0
02c68163-0840-4471-abae-7f11f44b356d,Yulianto Tri,https://play-lh.googleusercontent.com/a/ACg8ocJIcTcCIQbostBub23ZMaPtK6oE2bNXNX8l9dKPR8IHkhc6EG4=mo,Kenapa sih sekarang searching nama barang aja mesti persis 100% dengan yang dijual. harus kapital harus spasi..aneh. namanya searching ya yang menyerupai muncul kan. searching row data aja di database bisa pake like% muncul tuh semua..masa yg app android basic nya java c++ ga bisa? 🤣,1,3,3.337.1,2025-11-05 20:47:02,"Halo Toppers, terima kasih atas rating yang kamu berikan. Kami akan terus melakukan perkembangan pada aplikasi Tokopedia untuk terus memberikan keamanan dan kenyamanan Toppers dalam bertransaksi.Silakan sampaikan kritik/saran atau kendala transaksi kamu dengan menghubungi Tokopedia Care melalui tkp.me/supportMainapps.",2025-02-25 13:00:06,3.337.1
4eb2cee7-aeeb-4c3f-94bb-d9b880c3a9b0,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Aplikasi lemot !! Mentahan aplikasinya saja 190an MB. Kagak mikir konsumen banyak yang space memorinya terbatas ! Lama² juga kagak bakalan lagi diinstall oleh konsumen !! Developer aplikasinya dungu ! Ada biaya per transaksi Rp. 1000. Sehari 5x Cek out Rp. 5000 , Sebulan kena 150 ribu, belum potongan tiap kali topup Rp. 1000 Aplikasi Tokopedia gak ramah untuk android v6.0 ke bawah. Aplikasi gak akan bisa berfungsi, langsung tutup sendiri. Aplikasi untuk jualan doang, dongok ! Beda dg Lazada",1,7,3.180,2025-11-05 20:09:13,"Hi Toppers, silakan sampaikan kritik/saran atau kendala transaksi kamu dengan menghubungi Tokopedia Care melalui tkp.me/supportMainapps agar bisa kami bantu cek lebih lanjut. Kami akan terus berupaya untuk meningkatkan pengalaman Toppers dalam bertransaksi di Tokopedia.",2024-06-30 04:13:02,3.180
3ba2cca7-7cce-4376-9cb3-ac72a51ca404,Jodi,https://play-lh.googleusercontent.com/a/ACg8ocLwUFfFH_BdOIjp-PPoADGxcsmbP0gwtWENelbLhsi7kzqm0g=mo,rip setelah diambil alih bytedance,1,1,,2025-11-05 17:05:12,,,
5d08e7c0-12f0-454f-9f58-c822fe00eeb1,Syahrial Herryansyah,https://play-lh.googleusercontent.com/a-/ALV-UjUH3oGCnsXj3jZxZDYS_-9XoL88tBRsCmh9AVGxIpU3PbMy1VMV,Searching engine !!!,2,0,3.336.0,2025-11-05 16:11:22,,,3.336.0
7b76d3f5-b5df-4ed2-8aa9-0a74478e134d,Krisnawan Arta,https://play-lh.googleusercontent.com/a-/ALV-UjWUZKnevZu9ZMyPUeIRCLnR87EjWvmh4BCYAC9eNCIz-n_bauy7,lag on search bar,1,1,3.336.0,2025-11-05 14:50:59,,,3.336.0
7cac4160-b251-4a92-8046-6609d0d45e5d,Gabriel Chandra,https://play-lh.googleusercontent.com/a-/ALV-UjXqcuZyulClJDPuXvAGkELaOTkcKC-zooKbTT7p0usandMA89Hk,"makin lama aplikasi makin rumit makin berat makin membingungkan, mau chat aja susah banget hilang2 chatnya. bukanya dibikin simple males bikin ribet!",1,1,3.337.1,2025-11-05 14:13:27,,,3.337.1
b57ea28e-7f3a-499c-9523-e6234e995d50,bdm online,https://play-lh.googleusercontent.com/a/ACg8ocK6QwVI_y3nFzb_ovHXTR8bLn8ZegKW6o08mXfIdPFksnNd7A=mo,"aplikasi pelit kyk gini masi bisa dapet 4.6 review, kupon gratis ongkir dulu sebulan minimal dapat 1, sekarang sebulan belum tentu ada, pindah aplikasi sebelah yg masih konsisten",1,0,,2025-11-05 13:54:47,,,
13c0eb6e-fab2-41f7-8f36-e05915215fa0,Y D,https://play-lh.googleusercontent.com/a-/ALV-UjUYubq2JNCr_NLfxJTjEzdogp1EvgNBGTWJI6LlbEOFwaO-5S8,"Edit 05 Nov 2025 Tolong perhatikan, banyak toko dengan centang biru menjual vitamin dengan indikasi palsu tanpa BPOM. bukankah Tokped mewajibkan centang biru jual barang asli dan BPOM untuk Vitamin obat dan makanan. cirinya nama toko sama dengan merek dagang obatnya.",1,0,3.336.0,2025-11-05 12:38:53,"Terima kasih atas rating yang kamu berikan, Toppers. Besar harapan kami, kamu bisa memberikan rating yang lebih baik lagi.Oleh karena itu, jika kamu memiliki kritik/saran atau kendala transaksi, silakan hubungi Tokopedia Care di tkp.me/supportMainapps ya.",2025-03-04 12:47:08,3.336.0
935b3ffa-27b0-4633-8747-40ce60a4528b,Isaac W.,https://play-lh.googleusercontent.com/a/ACg8ocI5At_6ZrmHafxdYvPo55l2G0fFqeXJJb0JvDHIB9ar06mlDgw=mo,"mau apa"" diribetin, mau narik dana sendiri aja lama sampah sistem lu",1,0,3.336.0,2025-11-05 08:54:01,,,3.336.0
8f248927-4c0d-4305-9513-ef7a7063c369,Albert Rinaldi,https://play-lh.googleusercontent.com/a/ACg8ocLTFyIBhQOnhWGvZT4-5MZ16EyKxvCNSXKNDeg9NHHHi4E5ew=mo,"aplikasinya sering freeze ketika dibuka, restart berkali-kali tetep aja masalah, semenjak merger sama tiktok jadi sampah kualitasnya",1,0,3.336.0,2025-11-05 08:18:29,,,3.336.0
2f4384a7-bd98-4e81-bce7-2b9c74150cbc,yustin utama,https://play-lh.googleusercontent.com/a-/ALV-UjXFov6zjKgom5g8FM7V5HJsolYhjMdOh7wr_euLcf0GKjhaXpk0,puas,5,0,3.336.0,2025-11-05 08:17:32,,,3.336.0
2b160f00-f811-42bd-9194-5bbe62941eba,yoga subekti,https://play-lh.googleusercontent.com/a-/ALV-UjVHJTMuCnnKPuxHCsA3h8ZE9p5WRbzK3wd8_aa5YfXy31c-e-NA,sering crash aplikasinya,1,0,3.336.0,2025-11-05 07:01:23,,,3.336.0
dab1679c-299b-46f1-a6e4-ae38912f2bdc,cathym,https://play-lh.googleusercontent.com/a-/ALV-UjU0hjZAvrA2KNRhD2tmgDEneoB6WM-Ur1xCCa0SjtlWqKbCqM0u,skrg kok suliiiit skali untuk komplain barang. Jadi senang deh penipu2 berjualan di tokopedia. Padahal sebelumnya sy fans berat toped,1,0,3.336.0,2025-11-05 04:32:15,,,3.336.0
5e950052-0126-4393-bfb6-919d06e67f2a,Roni YRK,https://play-lh.googleusercontent.com/a/ACg8ocK-_5ZEtdKDQDeu8xcuJ2-gBm5tUs_GpmF0XVrKWHQcnPTKzg=mo,"tokopedia lebih bela penjual, barang tidak sampai ke pembeli tapi kita pembeli yg jadi banyak effort dan pikiran, apalagi harus ada effort biaya Dan waktu buat kirim balik kalau ada yg Salah kirim, kesalahan bukan di pembeli tapi pembeli harus banyak nanggung biaya Dan waktu. saat nya pindah ke Shoppe aja",1,0,3.336.0,2025-11-05 04:19:35,,,3.336.0
24d90af1-c181-47c0-a5ce-7271e42b16b2,Basuki Abinara,https://play-lh.googleusercontent.com/a-/ALV-UjWefEv4AGpEOUzhyW4aOaGXuUOym9lXeiKwQBePsecfqoKm5ha1,Gambar preview produk sering blank screen,3,0,3.337.1,2025-11-05 04:02:23,,,3.337.1
eed02c56-53d7-4286-8b4c-a2b7a53c5841,WhieznhoE K410nxZ,https://play-lh.googleusercontent.com/a/ACg8ocIZ1K7DDH_Pb_Kedm-6HUOEvr7wo7uCrhPhpqR9SSTBV549na4=mo,"Iklannya mengganggu. Tayang 15 detik, langaung masuk aplikasi dan tambah tayang 5 detik lagi. Mau jadi aplikasi sampah seperti aplikasi sebelah yang bekerjasama dengan penipu???!!!",1,0,3.321.0,2025-11-05 03:13:37,,,3.321.0
09becd86-ad6b-4c8d-b858-9edfb2fcd3b6,Loutfiena (Enno),https://play-lh.googleusercontent.com/a-/ALV-UjUQm524dLHIu2PTBXpour8YzMxG7JJvTp2mP7zdODiK-Qid6_cg,aplikasi update malah jadi ga jalan 😂,1,1,3.337.1,2025-11-05 00:41:57,"Halo Toppers, terima kasih atas rating yang kamu berikan. Kami akan terus melakukan perkembangan pada aplikasi Tokopedia untuk terus memberikan keamanan dan kenyamanan Toppers dalam bertransaksi. Silakan sampaikan kritik/saran atau kendala transaksi kamu dengan menghubungi Tokopedia Care melalui tkp.me/supportMainapps.",2023-07-01 19:26:03,3.337.1
621e4612-a3e4-46c2-ba08-f4859c32a43c,Rohmat Bilowo,https://play-lh.googleusercontent.com/a-/ALV-UjW5S2BxNOJ4lMCeJEBYawPSYEw3H04JNmSGKWVqT55de2PFRQGR,"mohon maaf sebelumnya, apakah toko obat atau herbal tanpa registrasi BPOM dapat melakukan penjualan dengan keterangan official store? saya pengguna dari tahun 2019 dan makin kesini makin wakwaw. saya sudah chat ke pusat bantuan, malah dikasih link cara membedakan obat palsu atau obat asli, padahal official store wkwkwk",1,3,3.337.1,2025-11-04 23:41:35,"Halo Toppers, terima kasih atas rating yang kamu berikan. Kami akan terus melakukan perkembangan pada aplikasi Tokopedia untuk terus memberikan keamanan dan kenyamanan Toppers dalam bertransaksi. Silakan sampaikan kritik/saran atau kendala transaksi kamu dengan menghubungi Tokopedia Care melalui tkp.me/supportMainapps.",2024-12-05 14:48:10,3.337.1
b8cc24cb-303b-402b-a629-cef1501d144a,Slamet Riyadi,https://play-lh.googleusercontent.com/a/ACg8ocLJ1RXXScGq3y10ikoUSIvbc70eAOXUOEqHrG4sRuukM86vXcM=mo,harga membingungkan. mending oren sebelah deh,1,0,3.337.1,2025-11-04 21:45:33,,,3.337.1
53d0342e-ecc5-4aad-a07f-ea606b74e55b,Kenneth Andita,https://play-lh.googleusercontent.com/a-/ALV-UjV86nlZ9YYWlyaMlSCN_uXyLVoAWBvAvCW23fteSyoracQk_jyC,"Maaf belakangan fitur search semakin sampah, tidak bisa mencari barang yang spesifik sesuai dengan kata kunci. *Tidak power-user friendly karena disuguhi barang tidak sesuai kata kunci pencarian. Barang incaran tidak muncul. **Tidak beginner friendly juga yang nggak punya waktu cek satu-satu toko atau belum tahu cara cari barang. ***Parahnya lagi: barang juga tidak bisa ditemukan walupun kata kuncinya disearch di dalam tokonya juga. Alias harus scroll ratusan produk secara manual 🤦‍♂️",1,10,3.337.1,2025-11-04 21:03:18,,,3.337.1
bb628c8e-4370-48bb-a051-4efe0208cc15,KimMaruuu,https://play-lh.googleusercontent.com/a-/ALV-UjXhE1wxkB4Y0So6vUA3bnKcc77yf69B1qsG0vjEdRfBXfsNezUxkA,lelet mau isi gopay aja tiba2 sistem error,3,0,3.337.1,2025-11-04 20:44:36,,,3.337.1
847ae58b-aece-44f1-8b18-b8a9c4ff09c7,Herdy Happy,https://play-lh.googleusercontent.com/a-/ALV-UjX3jjgVM6biA2tUwNZpU4fZskQtmcNHDEDdaK0y6Jdt8L0YjPE-,"sempet tenang belanja online karena tokopedia, sekarang aplikasi banyak masalah transaksi gagal, entah itu karena harga yang tidak sesuai atau status pengiriman yang ga update sehingga tdk bisa complaint. pun setelah complaint customer service buruk, baik itu chatbot nya ataupun via telp nya, alhasil buyer semua harus ngikutin sistem yang bobrok tanpa solusi cepat. lebih baik pada pindah ke oren. tokopedia udah gabisa ngasih kenyamanan berbelanja online lagi",1,1,3.336.0,2025-11-04 20:16:40,,,3.336.0
8be9fbe7-d503-46e7-9cbb-e9a2ff1cebd2,Lång Nails,https://play-lh.googleusercontent.com/a-/ALV-UjWcwk4AE8oCEoHyX9psHJRY4CmKWkw2K7Gvq1_fJd91npbISe0d,Untuk belanja oke tapi untuk respon komplain tidak selalu memuaskan.,2,0,3.337.1,2025-11-04 19:19:19,,,3.337.1
40c9069c-a2a6-4993-bd3e-e0998580eee6,Marselinus Tjhai,https://play-lh.googleusercontent.com/a-/ALV-UjXujoKAnL4xptbKs1Ff-SdDSPWK-kid84jBvTThp48U3WvB_U0f,Dr aplikasi terbaik sekarang jadi aplikasi yang lemot ampun. Tidak bisa diandalkan di saat2 genting dan penting.,1,1,3.337.1,2025-11-04 18:32:59,,,3.337.1
6e893430-116c-4aae-af9d-34aefa11d10f,Tarsius Pygmium,https://play-lh.googleusercontent.com/a-/ALV-UjVc-LH_21qVUEG4USebeJaSvWcuV-LFRazP0VrBQe2YZwwh8aE,"saya punya kendala selama lebih tiga bulan tidak memiliki penyelesaian, menunggu balasan tiket? terlalu lama respon seolah konsumen yg butuh. padahal tinggal resett selesai. tetapi anehnya meraih penghargaan pelayanan terbaik tahun 2023?",1,1,3.336.0,2025-11-04 18:13:56,,,3.336.0
048f4f49-9eb4-479f-b8ba-cad4bb9f29ff,Elf Y,https://play-lh.googleusercontent.com/a-/ALV-UjW-W6dXfGAdCwZVdWgpNyNygevy1ULlh8oKm2yxHKrfEACFvuKc,"JANGAN BELI DI TOKOPEDIA LAGI! SAYA SUDAH PAKAI ASURANSI DAN ADA KERUSAKAN BARANG, OK KLAIM DITERIMA. TAPI ONGKIR YG SAYA TANGGUNG DULUAN UTK RETUR, TIDAK DIREFUND! SUDAH HUBUNGI CS TAPI DITOLAK. PADAHAL SAAT RETUR DI KETERANGAN TERTULIS ONGKOS AKAN DIKEMBALIKAN. PENIPU!",1,0,3.336.0,2025-11-04 17:28:18,,,3.336.0
79a516e7-d172-4422-a1ab-b71ec640a779,dark man,https://play-lh.googleusercontent.com/a-/ALV-UjXPPkOH5NJZHPKhI_lAnpVo1lCaWEseuE2CoQXIHaRmyKUjNakPpg,"Tokopedia sekarang tidak lagi memihak kpd customer, dan jauh dr kata keadilan meski jelas kesalahan dr pihak penjual dan kurir.",1,0,3.337.1,2025-11-04 16:22:06,,,3.337.1
ab0c1818-ef89-49eb-bece-fda6639f56f2,arsabbun,https://play-lh.googleusercontent.com/a-/ALV-UjXyT0WCIiCSCmmwEQnzLLoD8Bn13vrDaagT0RnsMWaEXAI2yXz8,Langganan. Tapi terlalu banyak pop up ads sekarang apalagi di hp. Memuakkan sekali.,3,0,3.334.1,2025-11-04 15:47:50,,,3.334.1
a34111ea-b5ae-48a3-8ca3-2a3b0bc07cdb,Chusnul Banin Al Fida,https://play-lh.googleusercontent.com/a-/ALV-UjUeHgZyFKiFPgnBYkmQPZX_mN4J6I_LwieoIwVAyFAV106IH1EcOA,"Mohon diperbaiki modul search nya, dev. Sekian kali update justru malah semakin ngaco.",1,1,3.336.0,2025-11-04 15:44:55,,,3.336.0
eff82290-a065-4cd3-ae11-9b4aca5affb4,Hendra Taripar,https://play-lh.googleusercontent.com/a-/ALV-UjVD2JXv69Zt_gntluhalZ8Psl_aSwLVMasIwSp1NgH6eAfUDm8,"Slow response & irelevent solution of the costumer care, instant delivery prank",2,0,3.336.0,2025-11-04 14:46:05,"Hi Toppers, sorry for the inconvenience. If you like, you can tell me about the problems you are experiencing via tkp.me/supportMainapps for further checking :) -LDH",2022-07-06 21:30:10,3.336.0
0abe8699-6ff6-4feb-ae13-919082349d5a,fahrul fidey,https://play-lh.googleusercontent.com/a-/ALV-UjV62xf-wvMxBJlVol6K6DDJ0RjaA0xLuWBYoim7FiN6NQWuYOo,"update tiap tanggal kembar buat aplikasi jadi susah response, loading jadi lama cuma demi munculin promo",3,0,3.337.1,2025-11-04 13:45:51,,,3.337.1
6403e492-aff2-4c9d-bf5b-6e9a8c2e740b,Hendra Stevan,https://play-lh.googleusercontent.com/a/ACg8ocInqwMIHmjSXpG8DhOd0S9D4Tm2KjRsq7iV7Mjb8p9H5NWDjw=mo,"aplikasi e-commerce terburuk.. gangguan server terus.. pake paket data atau wifi, pake HP iphone 15, S24 ultra, atau Vivo x200 pro pun tetep aja ngelag. (bahkan hp flagship pun ga kuat jalani aplikasi tokped) uda mau checkout, dapat harga dan kupon yg bagus selalu gagal bayar dan kupon nya hilang.. bertahan di aplikasi ini hanya karna masih langganan PLUS. pelanggan setia tokopedia dari dulu, makin kesini makin kacau.. :(",1,1,3.337.1,2025-11-04 13:43:01,,,3.337.1
5da292dd-2dd5-429c-a1fd-042ec27241e8,Ben Theodorus Jones,https://play-lh.googleusercontent.com/a-/ALV-UjVg7lti5KsoIX_yU-TFzRn_8nX8-Ukgw4mM4ZdSqGY0nKxQ2XzW,"Saya sudah ekspektasi sejak akuisisi oleh TikTok, bahwa Tokopedia akan bermasalah perlahan. Saya maklumi, tapi makin lama makin menyebalkan. Fungsi pencarian makin tidak sesuai, PayLater ribet, Seller dipaksa pindah aplikasi dimana nomer KTP saya sudah digunakan orang lain, CS hanya bot. Secepatnya saya mau pindah ke aplikasi lain. Sangat disayangkan, padahal saya cinta sistem ini sudah bertahun-tahun.",1,1,3.336.0,2025-11-04 12:34:20,,,3.336.0
ebe3915f-4030-4fd5-b439-a39db4892581,Fendy Woo,https://play-lh.googleusercontent.com/a/ACg8ocKahHxAYrgid_71vk8K0sdgjn86Ud5nnDsUN289q7beB7x1lQ=mo,"aplikasi sering error, banyak bugs",1,1,3.336.0,2025-11-04 11:43:32,,,3.336.0
dd48e1fb-5de4-4235-9ef4-3b2077f779c9,Aunu Rofiq,https://play-lh.googleusercontent.com/a-/ALV-UjU2Vyrx3a5aRBKnzXovOYlo4yIqadyOFHR9807ivo6h2-GJ4sjr,The application is so slow now,1,1,3.336.0,2025-11-04 10:35:05,,,3.336.0
